sample,spread_bucket,model,horizon_kind,horizon_value,development_first_date,development_last_date,selection_first_date,selection_last_date,test_first_date,test_last_date,development_observations,selection_observations,test_observations,selection_roc_auc,selection_log_loss,selection_brier_score,selection_relative_brier_reduction,test_roc_auc,test_log_loss,test_brier_score,test_accuracy,test_relative_brier_reduction,intercept,queue_coefficient,ofi_coefficient,selected_fixed_on_train_dates
best_quote_updates,two_to_five_ticks,ofi,quote_updates,1,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.62041962338813,0.6753743154533411,0.24100498631200065,0.035977973151177234,,,,,,,,,False
best_quote_updates,two_to_five_ticks,ofi,quote_updates,5,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.6237755459188334,0.669947286927723,0.23856909356743677,0.04572156516865056,,,,,,,,,False
best_quote_updates,two_to_five_ticks,ofi,quote_updates,20,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.6025915222185831,0.6770436320660873,0.24201186388599089,0.03195045415864495,,,,,,,,,False
best_quote_updates,two_to_five_ticks,ofi,quote_updates,100,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.553866829763989,0.6884180774411882,0.2476397620957262,0.00943881271059499,,,,,,,,,False
best_quote_updates,two_to_five_ticks,queue_and_ofi,clock_us,10,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.6306844017160698,0.6715948682893182,0.23893907872829767,0.04424162132958265,,,,,,,,,False
best_quote_updates,two_to_five_ticks,queue_and_ofi,clock_us,100,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.6335024747238718,0.668387824062867,0.23763737476640298,0.049448448420198354,,,,,,,,,False
best_quote_updates,two_to_five_ticks,queue_and_ofi,clock_us,1000,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.6372714921150626,0.6663772800656752,0.23666325770272104,0.05334492508854016,0.6625424726518335,0.6540603570738861,0.23088273623728253,0.62519051433117,0.07645927933525154,0.010466472931799073,0.27741898048864605,1.000207652260874,True
best_quote_updates,two_to_five_ticks,queue_and_ofi,clock_us,10000,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.6300409501321538,0.6691448856120363,0.23802733688348665,0.04788859658369515,,,,,,,,,False
best_quote_updates,two_to_five_ticks,queue_and_ofi,price_spell,0,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.6441022176208282,0.656827579899363,0.23242274249516162,0.0703070225448249,0.6764252197284484,0.6382701819337797,0.22457582964152908,0.6153314319336534,0.10168717275653039,0.006255125993439498,0.2657582232191326,2.7760307296992393,False
best_quote_updates,two_to_five_ticks,queue_and_ofi,quote_updates,1,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.608949816747933,0.6785816456471828,0.24251099668405895,0.029953918655278078,,,,,,,,,False
best_quote_updates,two_to_five_ticks,queue_and_ofi,quote_updates,5,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.6185471555984009,0.6730954433845677,0.2400257546301386,0.0398949083364154,,,,,,,,,False
best_quote_updates,two_to_five_ticks,queue_and_ofi,quote_updates,20,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.5999214169438942,0.6791290381548933,0.2430064861126368,0.02797195666134078,,,,,,,,,False
best_quote_updates,two_to_five_ticks,queue_and_ofi,quote_updates,100,2019-01-02,2019-08-06,2019-08-07,2019-10-17,2019-10-18,2019-12-31,2870272,1195173,912661,0.5547242749915555,0.6900538300822964,0.24844567328116895,0.006215161008032655,,,,,,,,,False
