sample,spread_bucket,model,target_train_signal_fraction,achieved_train_signal_fraction,test_signal_fraction,confidence_cutoff,latency_us,train_first_date,train_last_date,test_first_date,test_last_date,train_signals,test_signals,selected_test_signals,executable_test_signals,stale_fraction,buy_fraction,direction_roc_auc,direction_accuracy,direction_log_loss,direction_brier_score,direction_baseline_brier_score,direction_clusters,direction_replicates,direction_relative_brier_reduction,direction_relative_brier_reduction_lower_95,direction_relative_brier_reduction_median,direction_relative_brier_reduction_upper_95,direction_probability_nonpositive,intercept,queue_coefficient,ofi_coefficient,clusters,replicates,gross_midpoint_markout_mean_bps,half_spread_mean_bps,net_markout_mean_bps,net_markout_lower_95_bps,net_markout_median_bps,net_markout_upper_95_bps,probability_net_nonpositive
price_spell_landmarks,all_spreads,ofi,0.05,0.05780146048492931,0.045132581934866974,0.10076249300826984,0,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,99215,99215,0.0,0.507574459507131,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.12964172377748037,1.725511679119495,-1.5958699553420155,-1.7320927411090195,-1.5954010070824203,-1.4680864410710606,1.0
price_spell_landmarks,all_spreads,ofi,0.05,0.05780146048492931,0.045132581934866974,0.10076249300826984,10,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,99215,96261,0.029773723731290613,0.5075887431046842,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.12002385390624112,1.7426327965870767,-1.622608942680836,-1.7612637925808141,-1.6219563633797218,-1.4917042779822849,1.0
price_spell_landmarks,all_spreads,ofi,0.05,0.05780146048492931,0.045132581934866974,0.10076249300826984,100,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,99215,84071,0.15263820994809252,0.5073568769254558,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.08936393044695216,1.8063613093957493,-1.7169973789487967,-1.863466397529193,-1.715947507850748,-1.5783360907527357,1.0
price_spell_landmarks,all_spreads,ofi,0.05,0.05780146048492931,0.045132581934866974,0.10076249300826984,1000,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,99215,57990,0.41551176737388495,0.5052077944473184,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.044565107194879085,1.8991914325615618,-1.8546263253666828,-2.01269585816153,-1.8533824906099015,-1.7065065699535704,1.0
price_spell_landmarks,all_spreads,ofi,0.05,0.05780146048492931,0.045132581934866974,0.10076249300826984,10000,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,99215,40521,0.5915839338809656,0.518447224895733,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.02761555121190735,1.7822829898550165,-1.7546674386431091,-1.891534307161169,-1.7539528142031284,-1.6274183776038869,1.0
price_spell_landmarks,all_spreads,ofi,0.1,0.11002162059419443,0.0713473723571067,0.05427427719956757,0,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,156843,156843,0.0,0.5614276697079245,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.11260907448454051,1.8290732883591534,-1.7164642138746127,-1.8680562408004968,-1.7160288654680826,-1.5707161908386198,1.0
price_spell_landmarks,all_spreads,ofi,0.1,0.11002162059419443,0.0713473723571067,0.05427427719956757,10,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,156843,152962,0.024744489712642537,0.5616296858043174,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.10504314528882813,1.844718124541357,-1.7396749792525297,-1.8928216243492073,-1.7388907061003411,-1.5918494211175587,1.0
price_spell_landmarks,all_spreads,ofi,0.1,0.11002162059419443,0.0713473723571067,0.05427427719956757,100,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,156843,136147,0.13195360966061598,0.562656540357114,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.07956726234054137,1.9039190142502826,-1.8243517519097414,-1.9847352503553515,-1.823289609058952,-1.6707820627070378,1.0
price_spell_landmarks,all_spreads,ofi,0.1,0.11002162059419443,0.0713473723571067,0.05427427719956757,1000,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,156843,96476,0.384888072786162,0.5618806749865252,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.042995383746044155,2.006207916897719,-1.9632125331516745,-2.1319286109132785,-1.961562610995029,-1.801200356433979,1.0
price_spell_landmarks,all_spreads,ofi,0.1,0.11002162059419443,0.0713473723571067,0.05427427719956757,10000,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,156843,66830,0.5739051153063892,0.5764925931467904,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.028950179621391976,1.8797993089321092,-1.8508491293107168,-1.9967828940649832,-1.8497299746889673,-1.7118693725266008,1.0
price_spell_landmarks,all_spreads,ofi,0.2,1.0,1.0,0.0022723627792239354,0,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,2198301,2198301,0.0,0.950057794633219,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.016281466504842527,2.1696194734286154,-2.1533380069237724,-2.3311101433945534,-2.1514038744190067,-1.9840554520427356,1.0
price_spell_landmarks,all_spreads,ofi,0.2,1.0,1.0,0.0022723627792239354,10,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,2198301,2175478,0.010382108728513528,0.9506706112403803,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.015558941433816068,2.1762612290441417,-2.1607022876103255,-2.338570048067585,-2.1588314294318565,-1.9910792012094862,1.0
price_spell_landmarks,all_spreads,ofi,0.2,1.0,1.0,0.0022723627792239354,100,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,2198301,2044491,0.06996767048734454,0.9529599298798577,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.013060521203906363,2.206684983216711,-2.193624462012804,-2.3732592650984663,-2.191711613650577,-2.022439530322513,1.0
price_spell_landmarks,all_spreads,ofi,0.2,1.0,1.0,0.0022723627792239354,1000,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,2198301,1564677,0.2882335039651076,0.9562938548978479,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.010924549727924802,2.2546825917406785,-2.243758042012754,-2.4240881543664834,-2.2415489120833243,-2.0732961029076566,1.0
price_spell_landmarks,all_spreads,ofi,0.2,1.0,1.0,0.0022723627792239354,10000,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,2198301,1176470,0.46482761004976114,0.9607537803768902,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.01536366041952599,2.1749447175332257,-2.1595810571137,-2.333079422089039,-2.1576506870950753,-1.9955714024648532,1.0
price_spell_landmarks,all_spreads,ofi,1.0,1.0,1.0,0.0,0,2019-01-02,2019-10-17,2019-10-18,2019-12-31,7649651,2198301,2198301,2198301,0.0,0.950057794633219,0.5229623620184224,0.5128255866689776,0.6908107686616092,0.248816985144512,0.25000198706756166,51,10000,0.0047399700176361526,0.004329787518591049,0.004747609697585364,0.005117493327120859,0.0,0.009089513697119267,,1.6187141674317413,51,10000,0.016281466504842527,2.1696194734286154,-2.1533380069237724,-2.3311101433945534,-2.1514038744190067,-1.9840554520427356,1.0
