sample,spread_bucket,model,fold,evaluation_month,train_first_date,train_last_date,test_first_date,test_last_date,train_dates,test_dates,train_observations,test_observations,train_upward_fraction,test_upward_fraction,intercept,queue_coefficient,ofi_coefficient,brier_sse,roc_auc,log_loss,brier_score,accuracy,relative_brier_reduction_vs_intercept
price_spell_landmarks,one_tick,intercept,4,2019-10,2019-01-02,2019-09-30,2019-10-01,2019-10-31,185,23,61687,5823,0.502277627376919,0.49630774514854886,0.009110572523868087,,,1455.8781452932112,0.5,0.6931911943961279,0.25002200674793257,0.49630774514854886,0.0
price_spell_landmarks,one_tick,ofi,4,2019-10,2019-01-02,2019-09-30,2019-10-01,2019-10-31,185,23,61687,5823,0.502277627376919,0.49630774514854886,0.014395791414393596,,1.8431899509224081,1414.3133659471355,0.5717071694605119,0.6782943424430159,0.2428839714832793,0.5334020264468488,0.028549627920751997
price_spell_landmarks,one_tick,queue,4,2019-10,2019-01-02,2019-09-30,2019-10-01,2019-10-31,185,23,61687,5823,0.502277627376919,0.49630774514854886,0.007095300484205126,0.7728923680308656,,1405.036879152313,0.6120922635514967,0.675639983559749,0.24129089458222794,0.5835479993130689,0.03492137463926204
price_spell_landmarks,one_tick,queue_and_ofi,4,2019-10,2019-01-02,2019-09-30,2019-10-01,2019-10-31,185,23,61687,5823,0.502277627376919,0.49630774514854886,0.010990361043805139,0.7058531861093164,1.4049021881437853,1365.6645686393736,0.6423460160422444,0.6614405141675086,0.2345293780936585,0.6046711317190452,0.06196506001927027
price_spell_landmarks,one_tick,intercept,5,2019-11,2019-01-02,2019-10-31,2019-11-01,2019-11-29,208,20,67510,2773,0.5017627018219523,0.4691669671835557,0.007050836498277809,,,693.5600380489723,0.5,0.6933707935071235,0.2501118060039568,0.4691669671835557,0.0
price_spell_landmarks,one_tick,ofi,5,2019-11,2019-01-02,2019-10-31,2019-11-01,2019-11-29,208,20,67510,2773,0.5017627018219523,0.4691669671835557,0.009985916173650066,,1.8706550657919585,673.9158589421652,0.5792463677605856,0.6787733350766502,0.2430277168922341,0.5041471330688785,0.028323689412768638
price_spell_landmarks,one_tick,queue,5,2019-11,2019-01-02,2019-10-31,2019-11-01,2019-11-29,208,20,67510,2773,0.5017627018219523,0.4691669671835557,0.005685294859901944,0.7529135820492844,,659.7403316678304,0.6249023535407545,0.6686653772741834,0.2379157344636965,0.5997115037865128,0.04876247840962522
price_spell_landmarks,one_tick,queue_and_ofi,5,2019-11,2019-01-02,2019-10-31,2019-11-01,2019-11-29,208,20,67510,2773,0.5017627018219523,0.4691669671835557,0.00798450092741717,0.6913391580911311,1.4911311695470562,642.0965572870866,0.6537038816295159,0.6551740150327038,0.23155303183811274,0.6155787955283087,0.07420191178640512
price_spell_landmarks,one_tick,intercept,6,2019-12,2019-01-02,2019-11-29,2019-12-02,2019-12-31,228,21,70283,4102,0.5004766444232602,0.46318868844466116,0.0019065782705814474,,,1025.6448785488199,0.5,0.6932178185866872,0.2500353190026377,0.46318868844466116,0.0
price_spell_landmarks,one_tick,ofi,6,2019-12,2019-01-02,2019-11-29,2019-12-02,2019-12-31,228,21,70283,4102,0.5004766444232602,0.46318868844466116,0.003923564183525659,,1.884003566236444,1001.7095236854,0.5696849753812324,0.6814539696549963,0.24420027393598245,0.4978059483178937,0.02333688332484618
price_spell_landmarks,one_tick,queue,6,2019-12,2019-01-02,2019-11-29,2019-12-02,2019-12-31,228,21,70283,4102,0.5004766444232602,0.46318868844466116,0.0026855858973967605,0.7498899771240883,,985.1893610155385,0.6097311056933887,0.6734159396444543,0.24017293052548472,0.5870307167235495,0.0394439814202765
price_spell_landmarks,one_tick,queue_and_ofi,6,2019-12,2019-01-02,2019-11-29,2019-12-02,2019-12-31,228,21,70283,4102,0.5004766444232602,0.46318868844466116,0.004181363946221591,0.6897972612823324,1.5253379923981236,962.8480511450487,0.6372069649600841,0.6619534799282155,0.23472648735861742,0.6036079960994637,0.06122667671545545
