sample,spread_bucket,model,target_train_signal_fraction,entry_latency_us,shares,filled_round_trips,filled_test_dates,quoted_round_trip_mean_bps,cluster_standard_error_bps,pointwise_lower_95_bps,pointwise_upper_95_bps,simultaneous_lower_95_bps,simultaneous_upper_95_bps,familywise_adjusted_p_value,inference_status
price_spell_round_trips,all_spreads,queue_and_ofi,0.05,100,1,72640,51,-3.6388474068725816,0.15577657223791028,-3.951747890886291,-3.347802914967218,-4.110178935830319,-3.167515877914844,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.05,100,100,35779,51,-4.814472268521649,0.1955409770747662,-5.195321751898307,-4.43422406658987,-5.406118537113184,-4.222825999930113,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.05,100,500,428,51,-4.407499242550483,0.2038046984176948,-4.800262645918265,-3.998374273322131,-5.0241489655093075,-3.7908495195916587,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.05,1000,1,51567,51,-3.8164735975605506,0.16278792277122406,-4.143526348432645,-3.508743858962125,-4.309019295757282,-3.323927899363819,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.05,1000,100,26063,51,-4.954338418897276,0.1938360353352715,-5.335802926627794,-4.576612518455986,-5.540826063279052,-4.3678507745154995,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.05,1000,500,318,51,-4.488795249024956,0.2163709853533256,-4.891589440755461,-4.038580295560776,-5.143466653611533,-3.8341238444383783,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.05,10000,1,35968,51,-3.592562809734156,0.13948667288351202,-3.873993020780557,-3.332411433430847,-4.014606162305845,-3.1705194571624675,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.05,10000,100,18355,51,-4.673055664542574,0.1729191197035572,-5.009927583008983,-4.33920132671249,-5.196255218268978,-4.149856110816169,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.05,10000,500,255,50,-4.435884915190023,0.22999939207254996,-4.855820930539442,-3.958259755200838,-5.131791646013075,-3.7399781843669713,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,0,1,248800,51,-3.940538488350383,0.16689464005597265,-4.273983849774398,-3.623878503065864,-4.445509837651194,-3.4355671390495717,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,0,100,131090,51,-5.174124330788329,0.2032849374301959,-5.573437187169232,-4.778923953070925,-5.789201418418163,-4.559047243158496,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,0,500,2266,51,-5.140287182121871,0.30259629755537704,-5.7531471976469595,-4.591716398367113,-6.055849602932522,-4.22472476131122,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,10,1,244528,51,-3.965814935521995,0.1676699706413889,-4.300036182756937,-3.6474771890001567,-4.4731321943843145,-3.4584976766596753,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,10,100,129280,51,-5.19586466449327,0.20359680703201113,-5.595702992547627,-4.799139000497566,-5.811885372682648,-4.5798439563038915,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,10,500,2242,51,-5.16683184414755,0.3064551087111854,-5.785934358249008,-4.612589744430605,-6.094069829106888,-4.239593859188212,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,100,1,224971,51,-4.05877425046538,0.16988659030562395,-4.396855258229828,-3.735870195295047,-4.572798312028853,-3.544750188901906,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,100,100,121203,51,-5.258889383743733,0.20344485902818424,-5.656700109009217,-4.865009635675624,-5.874450344463148,-4.643328423024317,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,100,500,2113,51,-5.159522078601328,0.310999702972375,-5.792453723761388,-4.602033688390286,-6.100510594406522,-4.218533562796134,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,1000,1,170956,51,-4.171424854901005,0.16897543474745758,-4.506806572989009,-3.85189220782203,-4.682692042717809,-3.660157667084201,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,1000,100,94560,51,-5.331924180682965,0.20094223104812006,-5.724163845554221,-4.942896710186127,-5.939912966361486,-4.723935395004445,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,1000,500,1706,51,-5.101627582272611,0.2972981384574638,-5.707156859642629,-4.573517337549323,-6.0011594190717785,-4.202095745473444,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,10000,1,125973,51,-3.9733767681044174,0.15343010214468836,-4.278849991177596,-3.682890537890494,-4.437608607289788,-3.509144928919047,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,10000,100,69957,51,-5.097223117237713,0.18501313172304593,-5.4586852518577995,-4.738641711886645,-5.6570153953673294,-4.537430839108097,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.1,10000,500,1362,51,-4.907961371782188,0.2759643824246048,-5.47634053217539,-4.4067490568816385,-5.742943888327846,-4.0729788552365305,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,0,1,474452,51,-3.9773662686828803,0.16404686098127516,-4.3059713242279125,-3.662889282794631,-4.473721122922027,-3.4810114144437336,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,0,100,244395,51,-5.260729038176259,0.19971396696267804,-5.6504990673031195,-4.870495480057514,-5.865001478187145,-4.656456598165373,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,0,500,4828,51,-5.075674229167482,0.24165494594739606,-5.57538843571364,-4.651769118084402,-5.806847046217481,-4.3445014121174825,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,10,1,468082,51,-3.9956921941226065,0.16457672171559767,-4.325213782575448,-3.6794779620414406,-4.493650242388012,-3.497734145857201,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,10,100,241706,51,-5.277186982719152,0.19990982044582004,-5.666832719477879,-4.886199368792957,-5.882052014544936,-4.672321950893368,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,10,500,4777,51,-5.09423277882826,0.2449202585459146,-5.601407427040605,-4.666348282699018,-5.835285417712022,-4.353180139944499,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,100,1,436837,51,-4.0678732123797285,0.1662719561653344,-4.399705473098804,-3.750006969571951,-4.570960513610824,-3.5647859111486335,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,100,100,228720,51,-5.3309525137608595,0.20009368911097328,-5.719722582735723,-4.941016535200184,-5.936373875064364,-4.725531152457355,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,100,500,4521,51,-5.119430058264395,0.24612323122857166,-5.630387609877484,-4.690799539906905,-5.864122518885568,-4.374737597643221,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,1000,1,338290,51,-4.143116132599086,0.16391947224815162,-4.472375318840738,-3.832419009715837,-4.6390855480941875,-3.6471467171039853,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,1000,100,182078,51,-5.360151642692348,0.1950124798849169,-5.742104541952268,-4.981027895026274,-5.950198842919733,-4.770104442464963,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,1000,500,3732,51,-5.121450064089244,0.25023870750752075,-5.637714686155917,-4.686125239270392,-5.878594677810718,-4.3643054503677705,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,10000,1,255243,51,-3.966343394208419,0.15292306430498612,-4.272790462191874,-3.6751226072420686,-4.429041094358676,-3.5036456940581617,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,10000,100,138325,51,-5.144025787971204,0.18376367707917388,-5.501707026503319,-4.787018722801341,-5.7000376043844065,-4.588013971558001,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,0.2,10000,500,3013,51,-4.942910938831121,0.23598482249207836,-5.441581863061565,-4.531956362417125,-5.656927723242962,-4.2288941544192795,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,0,1,2198301,51,-4.315076279393801,0.17715250513222075,-4.665933984037552,-3.980103680896928,-4.851084742689174,-3.7790678160984275,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,0,100,1337077,51,-5.380654601276705,0.19440932106885772,-5.759490368333449,-5.00340644335702,-5.968876830246259,-4.79243237230715,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,0,500,22957,51,-5.415224039065322,0.21649928337455038,-5.833275382689486,-5.001531082895325,-6.070283633619347,-4.760164444511297,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,10,1,2175478,51,-4.327867635649385,0.17730208386612809,-4.6790349766177,-3.992291599837843,-4.864328677739755,-3.791406593559015,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,10,100,1326613,51,-5.388695030423824,0.1943269646019879,-5.767201103931401,-5.011558723845935,-5.976668074301604,-4.800721986546043,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,10,500,22798,51,-5.422606746948983,0.2173615126548407,-5.842488675721873,-5.007700072529454,-6.080275179527577,-4.764938314370388,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,100,1,2044491,51,-4.383805119909413,0.17875612957068054,-4.737316578031732,-4.045804764494418,-4.924665652727146,-3.8429445870916794,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,100,100,1263048,51,-5.420505276014762,0.1951171994848485,-5.80034403933692,-5.042482723183327,-6.0108693252293754,-4.830141226800148,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,100,500,21874,51,-5.4613534496781355,0.21808986099801644,-5.880569026910078,-5.0459252045394205,-6.121225638144224,-4.801481261212047,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,1000,1,1564677,51,-4.456013558478193,0.17693030973396412,-4.806482867682811,-4.122667048046746,-4.991349727504389,-3.920677389451997,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,1000,100,996144,51,-5.432736664567072,0.19140295342647767,-5.806169888844089,-5.062396236076282,-6.011862558721093,-4.8536107704130504,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,1000,500,18137,51,-5.499934416050326,0.2214894302026271,-5.924845150298649,-5.077090736369445,-6.170092645144909,-4.829776186955743,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,10000,1,1176470,51,-4.287873257253695,0.16835764209962126,-4.622418377601565,-3.970071501560976,-4.797271196382456,-3.778475318124934,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,10000,100,754540,51,-5.227960731009106,0.18307668882892789,-5.585382465681539,-4.873884030949864,-5.7818939343310545,-4.674027527687158,9.999000099990002e-05,estimable
price_spell_round_trips,all_spreads,queue_and_ofi,1.0,10000,500,14581,51,-5.323293911133896,0.20957604435248398,-5.724962591683879,-4.918477732606296,-5.957405934517676,-4.689181887750116,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,0,1,565,51,-0.6145385556843593,0.0313017253237818,-0.6815542143844019,-0.561155284510917,-0.7092478553173035,-0.5198292560514152,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,0,100,300,49,-1.3151278347007966,0.09239081709360276,-1.4938401283669316,-1.1388777315506804,-1.5946737539413074,-1.0355819154602859,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,0,500,6,6,-1.068722260548,0.40636606610121184,-2.0367760752033996,-0.3634791647563333,-2.2982597737981028,0.16081525270210295,0.20727927207279273,estimable
price_spell_round_trips,one_tick,ofi,0.05,10,1,488,50,-0.6351635182009938,0.03280578917440512,-0.7057007970288282,-0.5778808022540661,-0.7344236479374637,-0.5359033884645239,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,10,100,262,48,-1.3520515506580268,0.09879799125555776,-1.5539004621238457,-1.164024983186488,-1.6509835890733813,-1.0531195122426724,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,10,500,6,6,-1.068722260548,0.40636606610121184,-2.0367760752033996,-0.3634791647563333,-2.2982597737981028,0.16081525270210295,0.20727927207279273,estimable
price_spell_round_trips,one_tick,ofi,0.05,100,1,266,45,-0.7314181005681052,0.05058302011578124,-0.8405370124700731,-0.6435485728238374,-0.8844666101608015,-0.5783695909754089,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,100,100,135,42,-1.2152144880711186,0.11651379202136843,-1.4632431467512854,-1.0115752289922435,-1.5677490377094547,-0.8626799384327826,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,100,500,4,4,-1.2070242298965,0.5695557969382932,-3.12683270851,-0.330368157912,-2.930323187763398,0.5162747279703985,0.6887311268873113,estimable
price_spell_round_trips,one_tick,ofi,0.05,1000,1,68,30,-0.7550621292287206,0.10075239379461264,-0.9684063660479816,-0.5683261206944269,-1.0599075827596982,-0.4502166756977431,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,1000,100,36,24,-1.0754783781698334,0.13833520581126554,-1.385287141151046,-0.8176124353254606,-1.4940377489854109,-0.6569190073542559,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,1000,500,1,1,-3.12683270851,,-3.12683270851,-3.12683270851,,,,one_filled_date
price_spell_round_trips,one_tick,ofi,0.05,10000,1,31,24,-1.084401386269484,0.21702470560035944,-1.5722677242555354,-0.7024209542262518,-1.7410507453014483,-0.4277520272375195,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,10000,100,16,15,-1.4162777132848126,0.3432662692215735,-2.1911241118986267,-0.8174460903312181,-2.4548948377181636,-0.37766058885146125,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.05,10000,500,0,0,,,,,,,,zero_fills
price_spell_round_trips,one_tick,ofi,0.1,0,1,916,51,-0.656916845272071,0.0364311846534597,-0.7348107737906787,-0.5914925997667041,-0.7671462958099355,-0.5466873947342064,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,0,100,536,51,-1.2041615737150353,0.07790049971163303,-1.357835673383497,-1.057242402128617,-1.439864292732242,-0.9684588546978284,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,0,500,15,12,-1.7805489209436665,0.6062868494878191,-3.035400202809518,-0.7661389447639974,-3.614984636473678,0.053886794586345044,0.0700929907009299,estimable
price_spell_round_trips,one_tick,ofi,0.1,10,1,808,51,-0.6749945037790136,0.03940358715741165,-0.7580693098658452,-0.6037487513286913,-0.7942175211718853,-0.5557714863861419,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,10,100,479,51,-1.2319769754887286,0.08228311358229934,-1.399550487219441,-1.078528686704512,-1.480940122995386,-0.9830138279820713,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,10,500,14,12,-1.8820958318980714,0.6376655920821193,-3.155415843681017,-0.7910204268377997,-3.811473877402805,0.04728221360666196,0.0664933506649335,estimable
price_spell_round_trips,one_tick,ofi,0.1,100,1,506,51,-0.7495114799723676,0.05212671880391828,-0.8606493512273736,-0.6568083981566277,-0.9072307423777427,-0.5917922175669924,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,100,100,297,50,-1.13792032592898,0.09160267660880152,-1.3379089653682077,-0.9805505610402128,-1.41508157683074,-0.86075907502722,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,100,500,11,11,-2.229733570337091,0.799793202671752,-4.005527065750065,-0.93786990671575,-4.649659414446417,0.1901922737722357,0.12258774122587741,estimable
price_spell_round_trips,one_tick,ofi,0.1,1000,1,149,41,-0.7174319149647852,0.08733247374478725,-0.9153922128681024,-0.5684431969228839,-0.9816728581723839,-0.4531909717571865,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,1000,100,85,36,-1.0296105369066706,0.13196333543033129,-1.3314973875607836,-0.8119318116887465,-1.4288906068246812,-0.6303304669886601,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,1000,500,5,5,-3.9354587271442,1.3961758701852611,-7.294622502316667,-1.5521395009905,-8.159853308014114,0.2889358537257132,0.11018898110188981,estimable
price_spell_round_trips,one_tick,ofi,0.1,10000,1,83,36,-0.8562853736062529,0.15242045628507125,-1.214637732687987,-0.6086477335544963,-1.3174623379803303,-0.39510840923217555,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,10000,100,47,26,-1.230504435486851,0.22704885472802522,-1.7510639774532266,-0.8619826003347164,-1.9174837566367857,-0.5435251143369164,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.1,10000,500,3,3,-4.305042835028,2.302687011080756,-9.83181635359,-0.846042302114,-11.27225859829594,2.66217292823994,0.9009099090090991,estimable
price_spell_round_trips,one_tick,ofi,0.2,0,1,1631,51,-0.7088242125762282,0.031588966448214566,-0.7708864552361407,-0.6485475588238704,-0.8044026146448817,-0.6132458105075747,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,0,100,1034,51,-1.1281445464916278,0.05781088787985444,-1.2408178026754677,-1.0183842277753774,-1.3030623392210852,-0.9532267537621704,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,0,500,35,19,-1.7310494042422855,0.30154275505819533,-2.3227262929482344,-1.1719231655356204,-2.643424132649099,-0.818674675835472,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,10,1,1476,51,-0.7295594577116084,0.03450622730932297,-0.7972428754455891,-0.6637444084716713,-0.8339645851490473,-0.6251543302741694,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,10,100,944,51,-1.144529274377773,0.0596565357979999,-1.263936725443216,-1.0325601249669416,-1.3250314245152788,-0.9640271242402673,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,10,500,32,19,-1.7697497059308125,0.3260254313371905,-2.438066191109487,-1.1916056157826571,-2.7562014093138916,-0.7832980025477334,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,100,1,1007,51,-0.761059888376006,0.03566437423828102,-0.8330696740795139,-0.6944059829013127,-0.8689692087414407,-0.6531505680105714,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,100,100,652,51,-1.0602497819501533,0.05401101337477311,-1.1729670035745674,-0.9612043579185476,-1.2236703345324067,-0.8968292293678999,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,100,500,29,18,-1.8903988991786553,0.38132958021616736,-2.7283433121230125,-1.2431673582013822,-3.0441837815780515,-0.736614016779259,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,1000,1,310,48,-0.6881122405615936,0.04896068163781494,-0.7935761640376441,-0.6012130144634088,-0.836252057760295,-0.5399724233628922,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,1000,100,194,43,-0.9450781297444175,0.07070780124192846,-1.0961494263325358,-0.8208435121122452,-1.1590179769872972,-0.7311382825015377,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,1000,500,14,9,-2.1822318682029285,0.6892913470202234,-3.773387873833885,-1.0060971579534952,-4.26781341503655,-0.09665032136930662,0.027997200279972004,estimable
price_spell_round_trips,one_tick,ofi,0.2,10000,1,168,44,-0.7554851151353512,0.08526104076856171,-0.9412241951866656,-0.608249495452396,-1.013458545469918,-0.4975116848007842,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,10000,100,102,36,-1.090196087642304,0.12346753313427368,-1.344897867179505,-0.8686379748719905,-1.4637704983049045,-0.7166216769797036,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,0.2,10000,500,11,6,-2.0180012787012727,0.8591732264600936,-4.1951243586805,-0.522221550497,-4.617592633481624,0.5815900760790784,0.44255574442555745,estimable
price_spell_round_trips,one_tick,ofi,1.0,0,1,8723,51,-0.8573077314737634,0.03331416584837644,-0.9251144619928776,-0.7965293788363826,-0.9581060511420506,-0.7565094118054762,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,0,100,5645,51,-1.185386449875406,0.04965521521516599,-1.2846181543385948,-1.0922874723404836,-1.335627709981873,-1.0351451897689392,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,0,500,329,47,-1.526206711621401,0.16749462874522833,-1.91625237327944,-1.2606850280981792,-2.0329934403608636,-1.0194199828819388,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,10,1,8404,51,-0.8651821103914189,0.034682572349954574,-0.9360959938385393,-0.8019610027664683,-0.9701208031553439,-0.7602434176274939,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,10,100,5446,51,-1.1928278918090267,0.05018574243664018,-1.2927802209920778,-1.098689127017835,-1.3446743625248863,-1.0409814210931672,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,10,500,319,47,-1.5157218227965048,0.16617102339939943,-1.9040368472027436,-1.2507061714609544,-2.018503732823989,-1.0129399127690206,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,100,1,6933,51,-0.8601807154237243,0.032558584144713236,-0.9275580697349864,-0.8015071416746598,-0.9586928795133911,-0.7616685513340575,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,100,100,4513,51,-1.1638201471461591,0.0447283778817355,-1.2538720817573066,-1.0782489260143102,-1.299154327581202,-1.0284859667111161,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,100,500,300,47,-1.5321088976428667,0.16152123511576635,-1.9144402941604324,-1.2766888131110157,-2.020821992382084,-1.0433958029036494,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,1000,1,3063,51,-0.7771203434930968,0.024043399336528354,-0.8267927207957024,-0.7326663522442592,-0.8498682028651716,-0.7043724841210219,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,1000,100,2062,51,-1.0594252161938842,0.03674915845864599,-1.135316751361269,-0.989905047662524,-1.1706167567149466,-0.9482336756728219,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,1000,500,194,44,-1.608060110287067,0.2177947392991661,-2.1480265431352508,-1.2726449728687366,-2.267039352146683,-0.9490808684274512,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,10000,1,1990,51,-0.7903842983609092,0.025149730966110756,-0.8413299556273363,-0.7433206253436704,-0.8664795736570486,-0.7142890230647697,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,10000,100,1374,51,-1.0861438128522578,0.03924489407103987,-1.167222388321613,-1.0133892613642892,-1.2048866742501676,-0.967400951454348,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,ofi,1.0,10000,500,150,38,-1.65763926466234,0.26416235254724907,-2.334436280421719,-1.258587735107406,-2.456912504087666,-0.8583660252370142,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,0,1,1240,51,-0.6860097451667354,0.03616352982693178,-0.7639031696269342,-0.6235154707738374,-0.7954293553235467,-0.5765901350099241,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,0,100,555,51,-1.2811892027228091,0.09801964792595533,-1.4922975459267862,-1.110262864934156,-1.5777662159483983,-0.98461218949722,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,0,500,47,23,-1.9585765054818938,0.6220763390734079,-3.5230565260884448,-1.093707558143042,-3.8407863128469204,-0.07636669811686692,0.030596940305969402,estimable
price_spell_round_trips,one_tick,queue,0.05,10,1,1199,51,-0.6943735196208174,0.03743650384360319,-0.7749774883943021,-0.6298265875495255,-0.8076447538118569,-0.5811022854297779,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,10,100,536,51,-1.2856641758763863,0.09811767418148258,-1.4983086477362613,-1.1160134446579186,-1.5825377861077503,-0.9887905656450222,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,10,500,47,23,-1.9585765054818938,0.6220763390734079,-3.5230565260884448,-1.093707558143042,-3.8407863128469204,-0.07636669811686692,0.030596940305969402,estimable
price_spell_round_trips,one_tick,queue,0.05,100,1,1010,51,-0.7062673778938414,0.036719497151466676,-0.7852465665481668,-0.6422261789557675,-0.8173691725111207,-0.5951655832765621,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,100,100,455,50,-1.2359449067362793,0.10776101310398663,-1.478021253011504,-1.0548559274752938,-1.5619962656708297,-0.9098935478017289,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,100,500,45,21,-1.9151424576523555,0.6436548457400822,-3.559718788226021,-1.0262254304935867,-3.86264212467802,0.032357209373309326,0.061493850614938506,estimable
price_spell_round_trips,one_tick,queue,0.05,1000,1,536,49,-0.6580755218167126,0.03995233419614309,-0.7407107977446815,-0.587997704855222,-0.7789588773275735,-0.5371921663058516,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,1000,100,256,49,-1.2181345784957813,0.15533594691878058,-1.5810068771383643,-0.9725813949379384,-1.6881329120803037,-0.748136244911259,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,1000,500,31,16,-1.951127971166613,0.8833531866938953,-4.170442534051392,-0.8287396260198606,-4.623880376183255,0.7216244338500295,0.5966403359664033,estimable
price_spell_round_trips,one_tick,queue,0.05,10000,1,374,46,-0.6305421787882968,0.04934023053414173,-0.7325717812957955,-0.5420730007235568,-0.7798303930729651,-0.48125396450362845,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,10000,100,192,45,-1.274112279921698,0.1890320731348057,-1.7256986004649528,-0.9843531398215204,-1.8460646266237777,-0.7021599332196182,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.05,10000,500,21,16,-2.601742210248476,1.2437109784602636,-5.486616860130359,-1.0103346875238302,-6.364825378903154,1.161340958406202,0.7167283271672833,estimable
price_spell_round_trips,one_tick,queue,0.1,0,1,1240,51,-0.6860097451667354,0.03616352982693178,-0.7639031696269342,-0.6235154707738374,-0.7954293553235467,-0.5765901350099241,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.1,0,100,555,51,-1.2811892027228091,0.09801964792595533,-1.4922975459267862,-1.110262864934156,-1.5777662159483983,-0.98461218949722,9.999000099990002e-05,estimable
price_spell_round_trips,one_tick,queue,0.1,0,500,47,23,-1.9585765054818938,0.6220763390734079,-3.5230565260884448,-1.093707558143042,-3.8407863128469204,-0.07636669811686692,0.030596940305969402,estimable
