sample,spread_bucket,bin,bin_center,observations,up_moves,down_moves,model_probability,empirical_up_probability
all_events,all_spreads,72,0.4356435644,61157,31620,29537,0.5390879877214299,0.5170299393364619
all_events,all_spreads,73,0.4554455446,39006,20730,18276,0.5408708397557859,0.5314566989693893
all_events,all_spreads,74,0.4752475248,39762,20542,19220,0.5426526461291155,0.5166239122780544
all_events,all_spreads,75,0.495049505,94416,51662,42754,0.5444333619087199,0.5471742077613964
all_events,all_spreads,76,0.5148514851,38476,20219,18257,0.5462129422640477,0.5254964133485809
all_events,all_spreads,77,0.5346534653,94299,47928,46371,0.5479913425070952,0.5082556548849935
all_events,all_spreads,78,0.5544554455,50357,26412,23945,0.5497685180429188,0.5244951049506523
all_events,all_spreads,79,0.5742574257,41217,21493,19724,0.5515444244099956,0.521459591915957
all_events,all_spreads,80,0.5940594059,103231,56376,46855,0.5533190172756154,0.5461150235878758
all_events,all_spreads,81,0.6138613861,46209,24496,21713,0.5550922524402335,0.5301131814148758
all_events,all_spreads,82,0.6336633663,53172,27644,25528,0.5568640858417959,0.5198976905138043
all_events,all_spreads,83,0.6534653465,39943,20213,19730,0.5586344735600348,0.5060461157148938
all_events,all_spreads,84,0.6732673267,101008,53434,47574,0.5604033718207334,0.5290076033581499
all_events,all_spreads,85,0.6930693069,44408,23338,21070,0.5621707369999606,0.5255359394703657
all_events,all_spreads,86,0.7128712871,62711,34282,28429,0.5639365256282722,0.5466664540511235
all_events,all_spreads,87,0.7326732673,113595,59941,53654,0.5657006943948815,0.5276728729257449
all_events,all_spreads,88,0.7524752475,58312,31205,27107,0.5674632001517934,0.5351385649609
all_events,all_spreads,89,0.7722772277,57130,31278,25852,0.569223999917907,0.5474881848415893
all_events,all_spreads,90,0.7920792079,62022,32780,29242,0.5709830508830802,0.5285221373061172
all_events,all_spreads,91,0.8118811881,102531,55104,47427,0.5727403104121607,0.53743745793955
all_events,all_spreads,92,0.8316831683,54595,29080,25515,0.5744957360489786,0.5326495100283909
all_events,all_spreads,93,0.8514851485,77837,42459,35378,0.5762492855203016,0.5454860798848876
all_events,all_spreads,94,0.8712871287,81986,43905,38081,0.578000916739753,0.535518259214988
all_events,all_spreads,95,0.8910891089,82614,43566,39048,0.5797505878116889,0.5273440336988888
all_events,all_spreads,96,0.9108910891,107733,59047,48686,0.5814982570350372,0.5480864730398299
all_events,all_spreads,97,0.9306930693,104436,58136,46300,0.5832438829070952,0.5566662836569766
all_events,all_spreads,98,0.9504950495,103232,56970,46262,0.5849874241272863,0.5518637631742096
all_events,all_spreads,99,0.9702970297,138076,76978,61098,0.5867288396008753,0.5575045627045975
all_events,all_spreads,100,0.9900990099,197263,114209,83054,0.5884680884426398,0.5789681795369633
all_events,one_tick,0,-0.9900990099,4254,1824,2430,0.30565798732242777,0.4287729196050776
all_events,one_tick,1,-0.9702970297,2609,803,1806,0.3089813323167995,0.30778075891146034
all_events,one_tick,2,-0.9504950495,2208,452,1756,0.3123245576997514,0.20471014492753623
all_events,one_tick,3,-0.9306930693,1223,360,863,0.3156874313382936,0.294358135731807
all_events,one_tick,4,-0.9108910891,1276,420,856,0.31906971354642855,0.329153605015674
all_events,one_tick,5,-0.8910891089,1076,404,672,0.3224711571062965,0.3754646840148699
all_events,one_tick,6,-0.8712871287,994,382,612,0.32589150729489863,0.3843058350100604
all_events,one_tick,7,-0.8514851485,952,348,604,0.3293305019164615,0.36554621848739494
all_events,one_tick,8,-0.8316831683,758,309,449,0.33278787134050125,0.4076517150395778
all_events,one_tick,9,-0.8118811881,1110,376,734,0.33626333854563767,0.3387387387387387
all_events,one_tick,10,-0.7920792079,726,256,470,0.3397566191692031,0.3526170798898072
all_events,one_tick,11,-0.7722772277,698,251,447,0.3432674215626835,0.35959885386819485
all_events,one_tick,12,-0.7524752475,645,242,403,0.34679544685302194,0.3751937984496124
all_events,one_tick,13,-0.7326732673,722,253,469,0.3503403890098079,0.35041551246537395
all_events,one_tick,14,-0.7128712871,743,237,506,0.3539019349183672,0.3189771197846568
all_events,one_tick,15,-0.6930693069,623,244,379,0.3574797644587614,0.391653290529695
all_events,one_tick,16,-0.6732673267,976,371,605,0.36107355059069646,0.3801229508196721
all_events,one_tick,17,-0.6534653465,533,189,344,0.3646829594443323,0.3545966228893058
all_events,one_tick,18,-0.6336633663,639,229,410,0.36830765041697916,0.35837245696400627
all_events,one_tick,19,-0.6138613861,841,213,628,0.371947276275654,0.25326991676575505
all_events,one_tick,20,-0.5940594059,912,373,539,0.3756014832654682,0.40899122807017546
all_events,one_tick,21,-0.5742574257,518,228,290,0.37926991122380266,0.44015444015444016
all_events,one_tick,22,-0.5544554455,524,213,311,0.38295219370022454,0.4064885496183206
all_events,one_tick,23,-0.5346534653,661,275,386,0.3866479580820855,0.41603630862329805
all_events,one_tick,24,-0.5148514851,446,198,248,0.3903568257257383,0.4439461883408072
all_events,one_tick,25,-0.495049505,888,383,505,0.3940784120744704,0.4313063063063063
all_events,one_tick,26,-0.4752475248,504,218,286,0.3978123268759643,0.43253968253968256
all_events,one_tick,27,-0.4554455446,435,183,252,0.40155817421712015,0.4206896551724138
all_events,one_tick,28,-0.4356435644,664,278,386,0.4053155527520296,0.4186746987951807
all_events,one_tick,29,-0.4158415842,473,192,281,0.409084055841237,0.4059196617336152
all_events,one_tick,30,-0.396039604,435,175,260,0.4128632717148089,0.40229885057471265
all_events,one_tick,31,-0.3762376238,405,174,231,0.4166527836403282,0.42962962962962964
all_events,one_tick,32,-0.3564356436,434,198,236,0.4204521700956801,0.45622119815668205
all_events,one_tick,33,-0.3366336634,1779,790,989,0.42426100494649016,0.4440697020798201
all_events,one_tick,34,-0.3168316832,588,225,363,0.42807885762806874,0.3826530612244898
all_events,one_tick,35,-0.297029703,446,209,237,0.43190529333170574,0.46860986547085204
all_events,one_tick,36,-0.2772277228,441,203,238,0.43573987319515534,0.4603174603174603
all_events,one_tick,37,-0.2574257426,519,218,301,0.4395821544971413,0.42003853564547206
all_events,one_tick,38,-0.2376237624,390,178,212,0.44343169085570766,0.4564102564102564
all_events,one_tick,39,-0.2178217822,382,187,195,0.44728803243023324,0.4895287958115183
all_events,one_tick,40,-0.198019802,589,282,307,0.45115072612692114,0.47877758913412566
all_events,one_tick,41,-0.1782178218,454,196,258,0.4550193158075691,0.43171806167400884
all_events,one_tick,42,-0.1584158416,430,184,246,0.4588933425014222,0.42790697674418604
all_events,one_tick,43,-0.1386138614,511,256,255,0.4627723446199015,0.5009784735812133
all_events,one_tick,44,-0.1188118812,534,261,273,0.4666558581739985,0.4887640449438202
all_events,one_tick,45,-0.09900990099,485,230,255,0.4705434169960866,0.4742268041237113
all_events,one_tick,46,-0.07920792079,500,249,251,0.4744345529541453,0.498
all_events,one_tick,47,-0.05940594059,426,195,231,0.4783287961876295,0.45774647887323944
all_events,one_tick,48,-0.0396039604,507,246,261,0.48222567532352206,0.48520710059171596
all_events,one_tick,49,-0.0198019802,555,252,303,0.48612471771359606,0.4540540540540541
all_events,one_tick,50,0.0,6194,2914,3280,0.49002544965135575,0.4704552793025509
all_events,one_tick,51,0.0198019802,569,282,287,0.4939273966097416,0.4956063268892794
all_events,one_tick,52,0.0396039604,564,341,223,0.4978300834698496,0.6046099290780141
all_events,one_tick,53,0.05940594059,448,248,200,0.5017330347502581,0.5535714285714286
all_events,one_tick,54,0.07920792079,451,229,222,0.505635774846583,0.5077605321507761
all_events,one_tick,55,0.09900990099,477,274,203,0.5095378282514573,0.5744234800838575
all_events,one_tick,56,0.1188118812,513,286,227,0.5134387197960826,0.557504873294347
all_events,one_tick,57,0.1386138614,472,256,216,0.5173379748717304,0.5423728813559322
all_events,one_tick,58,0.1584158416,420,234,186,0.5212351196723289,0.5571428571428572
all_events,one_tick,59,0.1782178218,429,239,190,0.5251296814165248,0.5571095571095571
all_events,one_tick,60,0.198019802,501,266,235,0.5290211885785345,0.530938123752495
all_events,one_tick,61,0.2178217822,386,219,167,0.5329091711157309,0.5673575129533679
all_events,one_tick,62,0.2376237624,368,172,196,0.5367931606947016,0.4673913043478261
all_events,one_tick,63,0.2574257426,573,296,277,0.5406726909155493,0.5165794066317626
all_events,one_tick,64,0.2772277228,476,230,246,0.544547297534206,0.4831932773109244
all_events,one_tick,65,0.297029703,401,226,175,0.5484165186825432,0.5635910224438903
all_events,one_tick,66,0.3168316832,461,285,176,0.5522798950860491,0.6182212581344902
all_events,one_tick,67,0.3366336634,1786,990,796,0.556136970278869,0.5543113101903695
all_events,one_tick,68,0.3564356436,446,255,191,0.5599872908159875,0.5717488789237668
all_events,one_tick,69,0.3762376238,425,252,173,0.5638304064823559,0.5929411764705882
all_events,one_tick,70,0.396039604,397,233,164,0.5676658704987578,0.5869017632241813
all_events,one_tick,71,0.4158415842,387,222,165,0.5714932397242222,0.5736434108527132
all_events,one_tick,72,0.4356435644,521,294,227,0.5753120748547934,0.564299424184261
all_events,one_tick,73,0.4554455446,424,267,157,0.5791219406184758,0.6297169811320755
all_events,one_tick,74,0.4752475248,417,230,187,0.5829224059661768,0.5515587529976019
all_events,one_tick,75,0.495049505,894,550,344,0.5867130442584796,0.6152125279642058
all_events,one_tick,76,0.5148514851,401,229,172,0.5904934334290168,0.571072319201995
all_events,one_tick,77,0.5346534653,647,379,268,0.5942631562387342,0.5857805255023184
all_events,one_tick,78,0.5544554455,512,314,198,0.5980218003346537,0.61328125
all_events,one_tick,79,0.5742574257,400,243,157,0.6017689584948306,0.6075
all_events,one_tick,80,0.5940594059,875,584,291,0.6055042287728623,0.6674285714285715
all_events,one_tick,81,0.6138613861,450,263,187,0.6092272146564828,0.5844444444444444
all_events,one_tick,82,0.6336633663,572,323,249,0.612937525221006,0.5646853146853147
all_events,one_tick,83,0.6534653465,428,243,185,0.6166347752775101,0.5677570093457944
all_events,one_tick,84,0.6732673267,917,540,377,0.6203185855156632,0.5888767720828789
all_events,one_tick,85,0.6930693069,461,273,188,0.6239885826410981,0.5921908893709328
all_events,one_tick,86,0.7128712871,572,348,224,0.6276443995072528,0.6083916083916084
all_events,one_tick,87,0.7326732673,812,488,324,0.6312856752416013,0.6009852216748769
all_events,one_tick,88,0.7524752475,542,332,210,0.6349120553662092,0.6125461254612546
all_events,one_tick,89,0.7722772277,573,393,180,0.6385231919125541,0.6858638743455497
all_events,one_tick,90,0.7920792079,660,427,233,0.6421187435305635,0.646969696969697
all_events,one_tick,91,0.8118811881,953,619,334,0.6456983755918253,0.6495278069254984
all_events,one_tick,92,0.8316831683,539,315,224,0.6492617602869418,0.5844155844155844
all_events,one_tick,93,0.8514851485,739,529,210,0.652808576716999,0.7158322056833559
all_events,one_tick,94,0.8712871287,730,492,238,0.6563385109791362,0.673972602739726
all_events,one_tick,95,0.8910891089,774,524,250,0.6598512562462072,0.6770025839793282
all_events,one_tick,96,0.9108910891,1152,779,373,0.6633465128405317,0.6762152777777778
all_events,one_tick,97,0.9306930693,933,612,321,0.6668239883017437,0.6559485530546624
all_events,one_tick,98,0.9504950495,1034,680,354,0.6702833974487538,0.6576402321083172
all_events,one_tick,99,0.9702970297,1309,888,421,0.6737244624358442,0.6783804430863254
all_events,one_tick,100,0.9900990099,1950,1490,460,0.6771469128029294,0.764102564102564
all_events,over_ten_ticks,0,-0.9900990099,74736,33094,41642,0.40724194130651986,0.44281203168486405
all_events,over_ten_ticks,1,-0.9702970297,127136,58833,68303,0.4090340435937798,0.46275641832368486
all_events,over_ten_ticks,2,-0.9504950495,52959,23468,29491,0.41082856634560916,0.4431352555750675
all_events,over_ten_ticks,3,-0.9306930693,49757,22893,26864,0.4126254649855147,0.4600960668850614
all_events,over_ten_ticks,4,-0.9108910891,58152,26016,32136,0.4144246946879541,0.4473792818819645
all_events,over_ten_ticks,5,-0.8910891089,41473,19112,22361,0.4162262103825462,0.4608299375497312
all_events,over_ten_ticks,6,-0.8712871287,38429,18035,20394,0.4180299667583351,0.469307033750553
all_events,over_ten_ticks,7,-0.8514851485,35859,16101,19758,0.4198359182681071,0.44900861708357737
all_events,over_ten_ticks,8,-0.8316831683,26182,11961,14221,0.42164401913275995,0.4568405774959896
all_events,over_ten_ticks,9,-0.8118811881,56326,26426,29900,0.42345422334572297,0.46916166601569437
all_events,over_ten_ticks,10,-0.7920792079,30862,14501,16361,0.4252664846774281,0.4698658544488368
all_events,over_ten_ticks,11,-0.7722772277,27364,12752,14612,0.4270807566798299,0.46601374068118695
all_events,over_ten_ticks,12,-0.7524752475,26098,12085,14013,0.428896992690975,0.46306230362479883
all_events,over_ten_ticks,13,-0.7326732673,49396,22161,27235,0.43071514583961845,0.44863956595675764
all_events,over_ten_ticks,14,-0.7128712871,28971,13097,15874,0.4325351690498873,0.45207276241759
all_events,over_ten_ticks,15,-0.6930693069,21590,10192,11398,0.43435701504599034,0.47207040296433533
all_events,over_ten_ticks,16,-0.6732673267,51946,24388,27558,0.436180636356972,0.46948754475801796
all_events,over_ten_ticks,17,-0.6534653465,18317,8605,9712,0.43800598532151136,0.4697821695692526
all_events,over_ten_ticks,18,-0.6336633663,26135,12441,13694,0.4398330140927631,0.4760283145207576
all_events,over_ten_ticks,19,-0.6138613861,20697,9751,10946,0.4416616746432404,0.4711310817992946
all_events,over_ten_ticks,20,-0.5940594059,52534,23196,29338,0.44349191876974003,0.4415426200175125
all_events,over_ten_ticks,21,-0.5742574257,19994,9500,10494,0.44532369809830563,0.47514254276282886
all_events,over_ten_ticks,22,-0.5544554455,24307,11585,12722,0.4471569640892309,0.47661167564899
all_events,over_ten_ticks,23,-0.5346534653,45528,21233,24295,0.4489916680421005,0.4663723422948515
all_events,over_ten_ticks,24,-0.5148514851,17826,8541,9285,0.45082776110086725,0.4791316055200269
all_events,over_ten_ticks,25,-0.495049505,49852,22379,27473,0.4526651942496824,0.44890876995907886
all_events,over_ten_ticks,26,-0.4752475248,20300,9838,10462,0.4545039183551665,0.48463054187192117
all_events,over_ten_ticks,27,-0.4554455446,19444,9102,10342,0.45634388411591553,0.46811355688130013
all_events,over_ten_ticks,28,-0.4356435644,32592,15530,17062,0.4581850421048229,0.47649729995090817
all_events,over_ten_ticks,29,-0.4158415842,16068,7737,8331,0.46002734276504825,0.4815160567587752
all_events,over_ten_ticks,30,-0.396039604,17937,8493,9444,0.46187073641529114,0.4734905502592407
all_events,over_ten_ticks,31,-0.3762376238,18859,8818,10041,0.4637151732550938,0.46757516305212365
all_events,over_ten_ticks,32,-0.3564356436,20151,9388,10763,0.4655606033701706,0.4658825864721354
all_events,over_ten_ticks,33,-0.3366336634,159490,68515,90975,0.467406976737765,0.4295880619474575
all_events,over_ten_ticks,34,-0.3168316832,21695,10525,11170,0.4692542432320308,0.48513482369209493
all_events,over_ten_ticks,35,-0.297029703,16379,8090,8289,0.4711023526294373,0.49392514805543686
all_events,over_ten_ticks,36,-0.2772277228,20560,9871,10689,0.4729512546141977,0.4801070038910506
all_events,over_ten_ticks,37,-0.2574257426,33668,16082,17586,0.47480089878371795,0.4776642509207556
all_events,over_ten_ticks,38,-0.2376237624,19464,9217,10247,0.4766512346540667,0.47354089601315247
all_events,over_ten_ticks,39,-0.2178217822,16709,8229,8480,0.478502211665464,0.492489077742534
all_events,over_ten_ticks,40,-0.198019802,31840,15357,16483,0.48035377918778654,0.4823178391959799
all_events,over_ten_ticks,41,-0.1782178218,17172,8582,8590,0.4822058865260913,0.4997670626601444
all_events,over_ten_ticks,42,-0.1584158416,17913,8694,9219,0.4840584829261524,0.48534583821805394
all_events,over_ten_ticks,43,-0.1386138614,21424,9948,11476,0.48591151758001255,0.46433905899925315
all_events,over_ten_ticks,44,-0.1188118812,24143,11629,12514,0.4877649396315476,0.4816717060845794
all_events,over_ten_ticks,45,-0.09900990099,19987,9521,10466,0.4896186981829772,0.4763596337619453
all_events,over_ten_ticks,46,-0.07920792079,19437,9390,10047,0.491472742296706,0.48309924371044916
all_events,over_ten_ticks,47,-0.05940594059,16515,7812,8703,0.49332702100653364,0.47302452316076293
all_events,over_ten_ticks,48,-0.0396039604,22577,10624,11953,0.4951814833185754,0.4705673915932143
all_events,over_ten_ticks,49,-0.0198019802,26098,12194,13904,0.49703607822155155,0.4672388688788413
all_events,over_ten_ticks,50,0.0,403509,201356,202153,0.4988907546867796,0.49901241360167925
all_events,over_ten_ticks,51,0.0198019802,34447,19013,15434,0.5007454616775366,0.5519493714982436
all_events,over_ten_ticks,52,0.0396039604,23517,12459,11058,0.5026001481537392,0.5297869626227835
all_events,over_ten_ticks,53,0.05940594059,17190,9192,7998,0.5044547630766256,0.5347294938917976
all_events,over_ten_ticks,54,0.07920792079,19479,10290,9189,0.5063092554181197,0.5282612043739412
all_events,over_ten_ticks,55,0.09900990099,20831,11193,9638,0.5081635741608271,0.5373241803081945
all_events,over_ten_ticks,56,0.1188118812,24657,13146,11511,0.5100176683083308,0.5331548850225089
all_events,over_ten_ticks,57,0.1386138614,21526,11593,9933,0.5118714868861173,0.538558022856081
all_events,over_ten_ticks,58,0.1584158416,18220,9347,8873,0.513724978952797,0.5130076838638858
all_events,over_ten_ticks,59,0.1782178218,18437,9561,8876,0.5155780936019544,0.5185767749633888
all_events,over_ten_ticks,60,0.198019802,31944,16098,15846,0.5174307799686714,0.5039444027047333
all_events,over_ten_ticks,61,0.2178217822,17282,8831,8451,0.519282987235104,0.510994097905335
all_events,over_ten_ticks,62,0.2376237624,17997,9562,8435,0.5211346646360496,0.5313107740178918
all_events,over_ten_ticks,63,0.2574257426,32205,16824,15381,0.5229857614645,0.5224033535165347
all_events,over_ten_ticks,64,0.2772277228,20194,10505,9689,0.5248362270771827,0.5202040209963356
all_events,over_ten_ticks,65,0.297029703,16574,8594,7980,0.5266860109000855,0.518522987812236
all_events,over_ten_ticks,66,0.3168316832,21042,11054,9988,0.5285350624339669,0.5253302917973577
all_events,over_ten_ticks,67,0.3366336634,174936,100403,74533,0.5303833312598473,0.573941327113916
all_events,over_ten_ticks,68,0.3564356436,22508,12382,10126,0.5322307670444836,0.5501155144837391
all_events,over_ten_ticks,69,0.3762376238,20302,10810,9492,0.5340773195458207,0.5324598561718057
all_events,over_ten_ticks,70,0.396039604,18128,9712,8416,0.5359229386184261,0.5357458075904677
all_events,over_ten_ticks,71,0.4158415842,17184,9317,7867,0.5377675742188978,0.5421904096834265
all_events,over_ten_ticks,72,0.4356435644,30639,15955,14684,0.5396111764112516,0.5207415385619635
all_events,over_ten_ticks,73,0.4554455446,19248,10492,8756,0.5414536953722823,0.5450955943474647
all_events,over_ten_ticks,74,0.4752475248,19392,10221,9171,0.5432950813968987,0.5270730198019802
all_events,over_ten_ticks,75,0.495049505,51626,28036,23590,0.5451352849034325,0.5430596986014798
all_events,over_ten_ticks,76,0.5148514851,18293,9820,8473,0.5469742564296327,0.5368173618323949
all_events,over_ten_ticks,77,0.5346534653,48222,25984,22238,0.5488119466750582,0.5388411928165567
all_events,over_ten_ticks,78,0.5544554455,24301,12937,11364,0.5506483064505744,0.532364923254187
all_events,over_ten_ticks,79,0.5742574257,19305,10116,9189,0.552483286720695,0.524009324009324
all_events,over_ten_ticks,80,0.5940594059,52087,29251,22836,0.5543168385994455,0.5615796647915987
all_events,over_ten_ticks,81,0.6138613861,21364,11422,9942,0.5561489133554833,0.5346377082943269
all_events,over_ten_ticks,82,0.6336633663,25218,13434,11784,0.5579794624171821,0.5327147275755413
all_events,over_ten_ticks,83,0.6534653465,17851,9367,8484,0.5598084373776794,0.5247325079827461
all_events,over_ten_ticks,84,0.6732673267,51619,27152,24467,0.5616357899998875,0.5260078653209089
all_events,over_ten_ticks,85,0.6930693069,19929,10554,9375,0.5634614722214653,0.5295800090320638
all_events,over_ten_ticks,86,0.7128712871,28226,15696,12530,0.5652854361597496,0.5560830440019839
all_events,over_ten_ticks,87,0.7326732673,52026,29166,22860,0.5671076341166476,0.5606043132280014
all_events,over_ten_ticks,88,0.7524752475,25520,13871,11649,0.5689280185834855,0.5435344827586207
all_events,over_ten_ticks,89,0.7722772277,25883,14423,11460,0.5707465422458164,0.5572383417687286
all_events,over_ten_ticks,90,0.7920792079,28452,15183,13269,0.5725631579881824,0.5336355967946015
all_events,over_ten_ticks,91,0.8118811881,51763,27702,24061,0.5743778188988333,0.535169909008365
all_events,over_ten_ticks,92,0.8316831683,25575,13955,11620,0.5761904782743996,0.5456500488758553
all_events,over_ten_ticks,93,0.8514851485,35481,19603,15878,0.578001089624518,0.5524928835151207
all_events,over_ten_ticks,94,0.8712871287,36059,19252,16807,0.5798096066764102,0.5339027704595247
all_events,over_ten_ticks,95,0.8910891089,36924,19502,17422,0.5816159833794124,0.5281659625176037
all_events,over_ten_ticks,96,0.9108910891,52823,29146,23677,0.5834201739094567,0.5517672226113625
all_events,over_ten_ticks,97,0.9306930693,47643,26548,21095,0.5852221326734999,0.5572277144596268
all_events,over_ten_ticks,98,0.9504950495,48724,27143,21581,0.5870218143139048,0.5570765946966587
all_events,over_ten_ticks,99,0.9702970297,66281,36418,29863,0.5888191737127653,0.5494485599191322
all_events,over_ten_ticks,100,0.9900990099,105441,60630,44811,0.5906141659961825,0.5750135146669701
all_events,six_to_ten_ticks,0,-0.9900990099,59336,29323,30013,0.4150068524059073,0.4941856545773224
all_events,six_to_ten_ticks,1,-0.9702970297,79326,36831,42495,0.4166733921679491,0.4642992209363891
all_events,six_to_ten_ticks,2,-0.9504950495,39213,18095,21118,0.41834183841784606,0.46145410960650807
all_events,six_to_ten_ticks,3,-0.9306930693,41754,18984,22770,0.4200121550979395,0.4546630262968817
all_events,six_to_ten_ticks,4,-0.9108910891,40342,18588,21754,0.4216843059815476,0.46076049774428635
all_events,six_to_ten_ticks,5,-0.8910891089,34956,17104,17852,0.4233582546759603,0.4893008353358508
all_events,six_to_ten_ticks,6,-0.8712871287,34792,16968,17824,0.42503396462546417,0.48769832145320763
all_events,six_to_ten_ticks,7,-0.8514851485,28811,13542,15269,0.42671139911439937,0.47002880844122036
all_events,six_to_ten_ticks,8,-0.8316831683,20967,10072,10895,0.4283905212702458,0.48037392092335574
all_events,six_to_ten_ticks,9,-0.8118811881,35652,16894,18758,0.4300712940667404,0.4738584090654101
all_events,six_to_ten_ticks,10,-0.7920792079,24987,12223,12764,0.4317536803270233,0.4891743706727498
all_events,six_to_ten_ticks,11,-0.7722772277,22233,10502,11731,0.4334376427268129,0.4723609049610939
all_events,six_to_ten_ticks,12,-0.7524752475,21972,10586,11386,0.43512314379760886,0.4817950118332423
all_events,six_to_ten_ticks,13,-0.7326732673,35375,17470,17905,0.4368101459299238,0.49385159010600704
all_events,six_to_ten_ticks,14,-0.7128712871,23521,11072,12449,0.43849861137654134,0.47072828536201694
all_events,six_to_ten_ticks,15,-0.6930693069,16790,8338,8452,0.44018850225580086,0.496605122096486
all_events,six_to_ten_ticks,16,-0.6732673267,35266,16621,18645,0.44187978055490895,0.4713038053649407
all_events,six_to_ten_ticks,17,-0.6534653465,14385,7279,7106,0.443572408133275,0.5060132082029892
all_events,six_to_ten_ticks,18,-0.6336633663,19880,10055,9825,0.4452663467258733,0.505784708249497
all_events,six_to_ten_ticks,19,-0.6138613861,16151,7822,8329,0.4469615579466277,0.48430437743792953
all_events,six_to_ten_ticks,20,-0.5940594059,34870,16292,18578,0.44865800329182076,0.46722110696874103
all_events,six_to_ten_ticks,21,-0.5742574257,15599,7697,7902,0.45035564414352597,0.493429065965767
all_events,six_to_ten_ticks,22,-0.5544554455,17367,8642,8725,0.45205444177306164,0.4976104105487419
all_events,six_to_ten_ticks,23,-0.5346534653,28541,14879,13662,0.45375435734446706,0.5213202060194106
all_events,six_to_ten_ticks,24,-0.5148514851,13712,6908,6804,0.4554553519179993,0.5037922987164527
all_events,six_to_ten_ticks,25,-0.495049505,31103,14201,16902,0.4571573864450527,0.4565797511494068
all_events,six_to_ten_ticks,26,-0.4752475248,14466,7278,7188,0.45886042180608266,0.5031107424305268
all_events,six_to_ten_ticks,27,-0.4554455446,13315,6467,6848,0.460564418762589,0.48569282763800226
all_events,six_to_ten_ticks,28,-0.4356435644,21155,10228,10927,0.46226933799506753,0.4834790829591113
all_events,six_to_ten_ticks,29,-0.4158415842,11982,5853,6129,0.4639751400980084,0.4884827240861292
all_events,six_to_ten_ticks,30,-0.396039604,13509,6366,7143,0.4656817855835058,0.471241394625805
all_events,six_to_ten_ticks,31,-0.3762376238,13959,6767,7192,0.4673892348848833,0.4847768464789741
all_events,six_to_ten_ticks,32,-0.3564356436,14967,7185,7782,0.4690974483603348,0.4800561234716376
all_events,six_to_ten_ticks,33,-0.3366336634,81675,37971,43704,0.4708063862965801,0.46490358126721765
all_events,six_to_ten_ticks,34,-0.3168316832,14040,7104,6936,0.47251600891253526,0.505982905982906
all_events,six_to_ten_ticks,35,-0.297029703,11815,5970,5845,0.47422627636299586,0.505289885738468
all_events,six_to_ten_ticks,36,-0.2772277228,12936,6210,6726,0.47593714874233356,0.4800556586270872
all_events,six_to_ten_ticks,37,-0.2574257426,18990,9453,9537,0.477648586088204,0.4977883096366509
all_events,six_to_ten_ticks,38,-0.2376237624,10913,5488,5425,0.47936054838526637,0.5028864656831302
all_events,six_to_ten_ticks,39,-0.2178217822,11338,5707,5631,0.4810729955689134,0.503351561121891
all_events,six_to_ten_ticks,40,-0.198019802,20652,9803,10849,0.48278588752901186,0.47467557621537865
all_events,six_to_ten_ticks,41,-0.1782178218,10688,5393,5295,0.4844991841136506,0.5045845808383234
all_events,six_to_ten_ticks,42,-0.1584158416,12523,5991,6532,0.4862128451328982,0.47839974447017486
all_events,six_to_ten_ticks,43,-0.1386138614,14373,7035,7338,0.4879268303625684,0.4894594030473805
all_events,six_to_ten_ticks,44,-0.1188118812,15016,7314,7702,0.48964109954799073,0.4870804475226425
all_events,six_to_ten_ticks,45,-0.09900990099,13036,6150,6886,0.4913556124086552,0.4717704817428659
all_events,six_to_ten_ticks,46,-0.07920792079,12037,5783,6254,0.49307032863853173,0.4804353244163828
all_events,six_to_ten_ticks,47,-0.05940594059,10945,5232,5713,0.4947852079150523,0.47802649611694836
all_events,six_to_ten_ticks,48,-0.0396039604,13709,6435,7274,0.49650020989857374,0.4693996644540083
all_events,six_to_ten_ticks,49,-0.0198019802,14622,6929,7693,0.49821529424050254,0.4738749829024757
all_events,six_to_ten_ticks,50,0.0,135640,69044,66596,0.49993042058189496,0.5090238867590681
all_events,six_to_ten_ticks,51,0.0198019802,18516,10004,8512,0.5016455485607201,0.5402894793691942
all_events,six_to_ten_ticks,52,0.0396039604,14455,7836,6619,0.5033606378147927,0.5420961604980975
all_events,six_to_ten_ticks,53,0.05940594059,11483,6142,5341,0.5050756479847065,0.5348776452146652
all_events,six_to_ten_ticks,54,0.07920792079,12186,6541,5645,0.5067905387210977,0.5367634990973248
all_events,six_to_ten_ticks,55,0.09900990099,13218,7080,6138,0.5085052696832444,0.5356332274171585
all_events,six_to_ten_ticks,56,0.1188118812,15620,8083,7537,0.5102198005471928,0.5174775928297055
all_events,six_to_ten_ticks,57,0.1386138614,13529,7016,6513,0.5119340910052186,0.5185896962081454
all_events,six_to_ten_ticks,58,0.1584158416,12843,6818,6025,0.5136481007748108,0.530872849022814
all_events,six_to_ten_ticks,59,0.1782178218,10977,5702,5275,0.5153617895989916,0.5194497585861346
all_events,six_to_ten_ticks,60,0.198019802,19350,10136,9214,0.5170751172509603,0.5238242894056847
all_events,six_to_ten_ticks,61,0.2178217822,11828,5897,5931,0.5187880435378661,0.49856273249915456
all_events,six_to_ten_ticks,62,0.2376237624,10811,5515,5296,0.5205005283045729,0.5101285727499769
all_events,six_to_ten_ticks,63,0.2574257426,18559,9230,9329,0.5222125314374176,0.4973328304326742
all_events,six_to_ten_ticks,64,0.2772277228,12270,6092,6178,0.5239240128679599,0.4964955175224124
